id,transaction_id,account_address,mint_address,pre_balance,post_balance,balance_delta
4402,3327,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4325923458,4325918458,-5000
4401,3326,48vjRFEAAqqDLYEDVNSrghBcNVZZdFgcfWry9yqzKWQv,,0,1100000,1100000
4400,3326,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327028458,4325923458,-1105000
4399,3325,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84632398,84627398,-5000
4398,3324,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427810981,427805106,-5875
4397,3323,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327055839,4327028458,-27381
4396,3322,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327063239,4327055839,-7400
4395,3321,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84637398,84632398,-5000
4394,3320,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427816681,427810981,-5700
4393,3319,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327070639,4327063239,-7400
4392,3318,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4325986351,4325981351,-5000
4391,3317,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4325991351,4325986351,-5000
4390,3316,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4325996351,4325991351,-5000
4389,3315,9hkMR1RtzecNieyKufdTvhFw7MYR4kJ7owKAy1cTbVe3,,0,1100000,1100000
4388,3315,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327101351,4325996351,-1105000
4387,3314,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327108750,4327101351,-7399
4386,3313,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84642398,84637398,-5000
4385,3312,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427822389,427816681,-5708
4384,3311,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326024462,4326019462,-5000
4383,3310,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326029462,4326024462,-5000
4382,3309,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326034462,4326029462,-5000
4381,3308,4fS2abPiXy3Zi4Lnrmz65mQTY9GE3pnsxSXDfuM6Yjhm,,0,1100000,1100000
4380,3308,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327139462,4326034462,-1105000
4379,3307,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327146858,4327139462,-7396
4378,3306,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84647398,84642398,-5000
4377,3305,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427828292,427822389,-5903
4376,3304,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327154258,4327146858,-7400
4375,3303,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84652398,84647398,-5000
4374,3302,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427834228,427828292,-5936
4373,3301,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327161658,4327154258,-7400
4372,3300,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84657398,84652398,-5000
4371,3299,BoYfJDbr5j8TYbr2w66DBNcXNhafHysbQngupVX4NArt,,235024239,235019239,-5000
4370,3298,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327169172,4327161658,-7514
4369,3297,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427840063,427834228,-5835
4368,3296,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84662398,84657398,-5000
4367,3295,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427845787,427840063,-5724
4366,3294,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327176687,4327169172,-7515
4365,3293,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326092343,4326087343,-5000
4364,3292,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326097343,4326092343,-5000
4363,3291,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326102343,4326097343,-5000
4362,3290,F3XSqjgKCDAU9Jv4uFxkgi2mADQy1A3awqSp7b1Und8K,,0,1100000,1100000
4361,3290,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327207343,4326102343,-1105000
4360,3289,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84667398,84662398,-5000
4359,3288,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427851757,427845787,-5970
4358,3287,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327214859,4327207343,-7516
4357,3286,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84672398,84667398,-5000
4356,3285,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427857711,427851757,-5954
4355,3284,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4327222376,4327214859,-7517
4354,3283,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432777471,432771623,-5848
4353,3282,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349258994,4349251596,-7398
4352,3281,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740107541,740101805,-5736
4351,3280,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88907398,88902398,-5000
4350,3279,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88912398,88907398,-5000
4349,3278,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432783175,432777471,-5704
4348,3277,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432788935,432783175,-5760
4347,3276,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740113051,740107541,-5510
4346,3275,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740118969,740113051,-5918
4345,3274,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349266391,4349258994,-7397
4344,3273,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349273787,4349266391,-7396
4343,3272,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740124789,740118969,-5820
4342,3271,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88917398,88912398,-5000
4341,3270,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88922398,88917398,-5000
4340,3269,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432794654,432788935,-5719
4339,3268,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432800373,432794654,-5719
4338,3267,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740130265,740124789,-5476
4337,3266,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740136206,740130265,-5941
4336,3265,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349281184,4349273787,-7397
4335,3264,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740141930,740136206,-5724
4334,3263,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432806083,432800373,-5710
4333,3262,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88927398,88922398,-5000
4332,3261,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88932398,88927398,-5000
4331,3260,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349288585,4349281184,-7401
4330,3259,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432811825,432806083,-5742
4329,3258,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740147598,740141930,-5668
4328,3257,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349295981,4349288585,-7396
4327,3256,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349303378,4349295981,-7397
4326,3255,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740153537,740147598,-5939
4325,3254,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432817476,432811825,-5651
4324,3253,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740159478,740153537,-5941
4323,3252,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88937398,88932398,-5000
4322,3251,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,88942398,88937398,-5000
4321,3250,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4349310774,4349303378,-7396
4320,3249,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740164917,740159478,-5439
4319,3248,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,432823462,432817476,-5986
4318,3247,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,740170724,740164917,-5807
4317,3246,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459832867,9459813090,-19777
4316,3245,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459852679,9459832867,-19812
4315,3244,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459872620,9459852679,-19941
4314,3243,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296766980,296761237,-5743
4313,3242,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459892410,9459872620,-19790
4312,3241,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1296402,1298059,1657
4311,3241,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,233332393,233325736,-6657
4310,3240,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,4758456,4760790,2334
4309,3240,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,233339727,233332393,-7334
4308,3239,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1293431,1296402,2971
4307,3239,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,233347698,233339727,-7971
4306,3238,96gYZGLnJYVFmbjzopPSU6QiEV5fGqZNyN9nmNhvrZU5,,8527532,8569183,41651
4305,3238,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405214922,19405168271,-46651
4304,3237,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126626002,126620109,-5893
4303,3236,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126631949,126626002,-5947
4302,3235,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296860876,296855184,-5692
4301,3234,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126637927,126631949,-5978
4300,3233,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296866544,296860876,-5668
4299,3232,2nyhqdwKcJZR2vcqCyrYsaPVdAnFoJjiksCXJ7hfEYgD,,4695993525,4695998525,5000
4298,3232,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756818137,756807590,-10547
4297,3231,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296872323,296866544,-5779
4296,3230,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126645007,126637927,-7080
4295,3229,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126652606,126645007,-7599
4294,3228,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,2060312,2091840,31528
4293,3228,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405251450,19405214922,-36528
4292,3227,HFqU5x63VTqvQss8hp11i4wVV8bD44PvwucfZ2bU7gRe,,2273594,2308221,34627
4291,3227,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405291077,19405251450,-39627
4290,3226,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1189923,1227690,37767
4289,3226,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405333844,19405291077,-42767
4288,3225,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1146159,1189923,43764
4287,3225,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405382608,19405333844,-48764
4286,3224,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459912241,9459892410,-19831
4285,3223,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459932030,9459912241,-19789
4284,3222,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459951819,9459932030,-19789
4283,3221,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459971591,9459951819,-19772
4282,3220,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9459991419,9459971591,-19828
4281,3219,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460011239,9459991419,-19820
4280,3218,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756884865,756879865,-5000
4279,3217,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756889865,756884865,-5000
4278,3216,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756894865,756889865,-5000
4277,3215,4vieeGHPYPG2MmyPRcYjdiDmmhN3ww7hsFNap8pVN3Ey,,4295059875,4295064875,5000
4276,3215,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756905439,756894865,-10574
4275,3214,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126660038,126652606,-7432
4274,3213,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460031024,9460011239,-19785
4273,3212,HFqU5x63VTqvQss8hp11i4wVV8bD44PvwucfZ2bU7gRe,,3631283,3670333,39050
4272,3212,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405426658,19405382608,-44050
4271,3211,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126665458,126660038,-5420
4270,3210,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460050830,9460031024,-19806
4269,3209,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126671229,126665458,-5771
4268,3208,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460070642,9460050830,-19812
4267,3207,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756917275,756912275,-5000
4266,3206,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432498417,432492859,-5558
4265,3205,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296904439,296898741,-5698
4264,3204,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756922275,756917275,-5000
4263,3203,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756927275,756922275,-5000
4262,3202,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756932275,756927275,-5000
4261,3201,4TQLFNWK8AovT1gFvda5jfw2oJeRMKEmw7aH6MGBJ3or,,4969471369,4969476369,5000
4260,3201,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756942847,756932275,-10572
4259,3200,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,1015874,1054150,38276
4258,3200,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405469934,19405426658,-43276
4257,3199,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126676897,126671229,-5668
4256,3198,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460090441,9460070642,-19799
4255,3197,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126682791,126676897,-5894
4254,3196,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756963344,756958344,-5000
4253,3195,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756968344,756963344,-5000
4252,3194,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756973344,756968344,-5000
4251,3193,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756978344,756973344,-5000
4250,3192,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756983344,756978344,-5000
4249,3191,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756988344,756983344,-5000
4248,3190,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756993344,756988344,-5000
4247,3189,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,756998344,756993344,-5000
4246,3188,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126688274,126682791,-5483
4245,3187,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432504036,432498417,-5619
4244,3186,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126694024,126688274,-5750
4243,3185,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126699778,126694024,-5754
4242,3184,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126705398,126699778,-5620
4241,3183,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432509724,432504036,-5688
4240,3182,4vieeGHPYPG2MmyPRcYjdiDmmhN3ww7hsFNap8pVN3Ey,,4295054875,4295059875,5000
4239,3182,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757008769,756998344,-10425
4238,3181,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296910086,296904439,-5647
4237,3180,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296915829,296910086,-5743
4236,3179,2q5pghRs6arqVjRvT5gfgWfWcHWmw1ZuCzphgd5KfWGJ,,4153814738,4153819738,5000
4235,3179,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757019337,757008769,-10568
4234,3178,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,1030194,1068600,38406
4233,3178,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405513340,19405469934,-43406
4232,3177,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126713265,126705398,-7867
4231,3176,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460110271,9460090441,-19830
4230,3175,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460130018,9460110271,-19747
4229,3174,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,946560,987228,40668
4228,3174,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405559008,19405513340,-45668
4227,3173,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126720948,126713265,-7683
4226,3172,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126726345,126720948,-5397
4225,3171,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126731897,126726345,-5552
4224,3170,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432515677,432509724,-5953
4223,3169,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296962860,296957096,-5764
4222,3168,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460149564,9460130018,-19546
4221,3167,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460169320,9460149564,-19756
4220,3166,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460189123,9460169320,-19803
4219,3165,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460209127,9460189123,-20004
4218,3164,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460229107,9460209127,-19980
4217,3163,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460249087,9460229107,-19980
4216,3162,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1079673,1115843,36170
4215,3162,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405600178,19405559008,-41170
4214,3161,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,,13989486,14024012,34526
4213,3161,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405639704,19405600178,-39526
4212,3160,77777T2qnynHFsA63FyfY766ciBTXizavU1f5HeZXwN,,4733460250,4733454707,-5543
4211,3159,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757084437,757079437,-5000
4210,3158,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757089437,757084437,-5000
4209,3157,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757094437,757089437,-5000
4208,3156,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757099437,757094437,-5000
4207,3155,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757104437,757099437,-5000
4206,3154,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757109437,757104437,-5000
4205,3153,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757114437,757109437,-5000
4204,3152,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757119437,757114437,-5000
4203,3151,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757124437,757119437,-5000
4202,3150,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757129437,757124437,-5000
4201,3149,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757134437,757129437,-5000
4200,3148,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757139437,757134437,-5000
4199,3147,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757144437,757139437,-5000
4198,3146,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757149437,757144437,-5000
4197,3145,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757154437,757149437,-5000
4196,3144,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757159437,757154437,-5000
4195,3143,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757164437,757159437,-5000
4194,3142,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757169437,757164437,-5000
4193,3141,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757174437,757169437,-5000
4192,3140,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757179437,757174437,-5000
4191,3139,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757184437,757179437,-5000
4190,3138,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757189437,757184437,-5000
4189,3137,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757194437,757189437,-5000
4188,3136,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757199437,757194437,-5000
4187,3135,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757204437,757199437,-5000
4186,3134,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757209437,757204437,-5000
4185,3133,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757214437,757209437,-5000
4184,3132,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757219437,757214437,-5000
4183,3131,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757224437,757219437,-5000
4182,3130,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757229437,757224437,-5000
4181,3129,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757234437,757229437,-5000
4180,3128,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757239437,757234437,-5000
